Exchange,Stock,Stock_Name,Sector,Market_Cap,Weight_per
ASX,GOO,Gooroo Ventures Limited,Information Technology,3477020,0
ASX,GOR,Gold Road Res Limited,Materials,596699000,0.028
ASX,GOVT,SPDR GOVT Bond ETF Units FP,,12947500,0.001
ASX,GOW,Gowing Bros. Limited,Financials,147491000,0.007
ASX,GOZ,Growthpoint Property Unit/ Stapled Securities,Real Estate,2678000000,0.125
ASX,GPP,Greenpower ENRGY Limited,Energy,5821480,0
ASX,GPR,Geopacific Resources,Materials,54129600,0.003
ASX,GPS,GPS Alliance Limited,Real Estate,5157750,0
ASX,GPT,GPT Group Stapled Securities FP,Real Estate,9403480000,0.441
ASX,GPX,Graphex Mining Limited,Materials,23220900,0.001
ASX,GRB,Gage Roads Brewing,Consumer Staples,126445000,0.006
ASX,GROW,SCH Real Return Fund Trading Managed Fund Units FP,,55854000,0.003
ASX,GRR,Grange Resources,Materials,260401000,0.012
ASX,GRV,Greenvale Energy Limited,Energy,2707300,0
ASX,GSC,Global Geoscience,Materials,440849000,0.021
ASX,GSL,Greatcell Solar Limited,Information Technology,65971600,0.003
ASX,GSN,Great Southern,Materials,12349000,0.001
ASX,GSS,Genetic Signatures,Health Care,76042200,0.004
ASX,GSW,Getswift Limited,Information Technology,65382200,0.003
ASX,GTE,Great Western Exp,Materials,6441400,0
ASX,GTG,Genetic Technologies,Health Care,27985300,0.001
ASX,GTK,Gentrack Group Limited Foreign Exempt NZX,Information Technology,645340000,0.03
ASX,GTN,GTN Limited,Consumer Discretionary,489891000,0.023
ASX,GTR,Gti Resources,Materials,2930730,0
ASX,GTY,Gateway Lifestyle Stapled Securities,Real Estate,680348000,0.032
ASX,GUD,G.U.D. Holdings,Consumer Discretionary,1251450000,0.059
ASX,GUL,Gullewa Limited,Materials,3302710,0
ASX,GVF,Global Value FND Limited,,159779000,0.007
ASX,GWA,GWA Group Limited,Industrials,823517000,0.039
ASX,GWR,GWR Group Limited,Materials,27774400,0.001
ASX,GXL,Greencross Limited,Consumer Discretionary,509394000,0.024
ASX,GXY,Galaxy Resources,Materials,1014730000,0.048
ASX,GZL,GAZAL Corporation,Consumer Discretionary,205391000,0.01
ASX,HACK,Beta Global Cyber ETF Units FP,,117265000,0.005
ASX,HAR,Haranga Res Limited,Materials,1671610,0
ASX,HAS,Hastings Tech Met,Materials,147834000,0.007
ASX,HAV,Havilah Resources,Materials,41467300,0.002
ASX,HAW,Hawthorn Resources,Materials,15742000,0.001
ASX,HBRD,Beta Active Hybrids Trading Managed Units FP,,140663000,0.007
ASX,HCH,Hot Chili Limited,Materials,17108900,0.001
ASX,HCO,Hylea Metals Limited,Materials,7215490,0
ASX,HCT,Holista Colltech Limited,Consumer Staples,15676700,0.001
ASX,HDX,Hughes Drilling Limited,Materials,476935,0
ASX,HDY,Hardey Resources Limited,Materials,7947950,0
ASX,HE8,Helios Energy Limited,Energy,178324000,0.008
ASX,HEG,Hill End Gold,Materials,9901990,0
ASX,HEUR,Betashares WT Europe ETF Units FP,,45913500,0.002
ASX,HFR,Highfield Res Limited,Materials,204306000,0.01
ASX,HGL,Hudson Investment,Real Estate,8360760,0
ASX,HGM,High Grade Metals,Materials,8778140,0
ASX,HGO,Hillgrove Res Limited,Materials,52550400,0.002
ASX,HHM,Hampton Hill Mining,Materials,8254550,0
ASX,HHY,HHY Fund Ordinary Units FP,,5698490,0
ASX,HIG,Highlands Pacific 40 Toea,Materials,125664000,0.006
ASX,HIL,Hills Limited,Information Technology,42221400,0.002
ASX,HIP,Hipo Resources Limited,Materials,6957190,0
ASX,HIT,Hitech Group Aust,Industrials,39001200,0.002
ASX,HJPN,Betashares WT Japan ETF Units FP,,59581100,0.003
ASX,HLA,Healthia Limited,Health Care,76902300,0.004
ASX,HLO,Helloworld Travl Limited,Consumer Discretionary,750784000,0.035
ASX,HLX,HELIX Resources,Materials,13017400,0.001
ASX,HML,Henry Morgan Limited,,60998500,0.003
ASX,HMO,Hearmeout Limited,Information Technology,3251330,0
ASX,HMX,Hammer Metals Limited,Materials,7529910,0
ASX,HNG,HGL Limited,Industrials,26090900,0.001
ASX,HNR,Hannans Limited,Materials,21783400,0.001
ASX,HOG,Hawkley Oil and Gas,Energy,1219580,0
ASX,HOM,Homeloans Limited,Financials,241605000,0.011
ASX,HOR,Horseshoe Metals Limited,Materials,3309090,0
ASX,HOT,Hotcopper Holdings,Information Technology,22000000,0.001
ASX,HPI,Hotel Property Stapled Security FP,Real Estate,461693000,0.022
ASX,HPR,High Peak Royalties,Utilities,9837380,0
ASX,HRL,Hrlholding,Industrials,83878400,0.004
ASX,HRN,Horizon Gold Limited,Materials,5250000,0
ASX,HRR,Heron Resources,Materials,159500000,0.007
ASX,HSN,Hansen Technologies,Information Technology,733871000,0.034
ASX,HSO,Healthscope Limited,Health Care,3653380000,0.171
ASX,HT1,HT&E Limited,Consumer Discretionary,926736000,0.043
ASX,HT8,Harris Technology GL,Consumer Discretionary,3541980,0
ASX,HTA,Hutchison,Telecommunication Services,1764430000,0.083
ASX,HUB,HUB24 Limited,Financials,787987000,0.037
ASX,HUO,Huon Aquaculture Group,Consumer Staples,410485000,0.019
ASX,HVN,Harvey Norman,Consumer Discretionary,3921950000,0.184
ASX,HVST,Beta Divharvester ETF Units FP,,184799000,0.009
ASX,HWK,Hawkstone MNG Limited,Materials,17679900,0.001
ASX,HXG,Hexagon Resources,Materials,42308600,0.002
ASX,HZN,Horizon Oil Limited,Energy,195297000,0.009
ASX,HZR,HAZER Group Limited,Materials,33554900,0.002
ASX,IAA,Ishs Asia 50 ETF ETF Units FP,,480016000,0.022
ASX,IAB,Inabox Group Limited,Telecommunication Services,11909100,0.001
ASX,IAF,Ishares Comp BND ETF Units FP,,615546000,0.029
ASX,IAG,Insurance Australia,Financials,17330300000,0.812
ASX,IAM,Intiger Group Limited,Information Technology,20690500,0.001
ASX,IAU,Intrepid Mines,Materials,15164600,0.001
ASX,IB8,Ibosses Corp Limited,Consumer Discretionary,46438000,0.002
ASX,IBC,Ironbark Capital Limited,Financials,69315600,0.003
ASX,IBG,Ironbark ZINC Limited,Materials,26805300,0.001
ASX,IBN,Ibuynew Group Limited,Real Estate,6457210,0
ASX,IBX,Imagion Biosys Limited,Health Care,8171740,0
ASX,ICG,Inca Minerals Limited,Materials,13946900,0.001
ASX,ICI,Icandy Interactive,Information Technology,20773500,0.001
ASX,ICN,Icon Energy Limited,Energy,11951100,0.001
ASX,ICQ,Icar Asia Limited,Consumer Discretionary,84172800,0.004
ASX,ICS,Icsglobal Limited,Health Care,12337400,0.001
ASX,ICT,Icollege Limited,Consumer Discretionary,37221900,0.002
ASX,ICU,Isentric Limited,Information Technology,5693310,0
ASX,IDA,Indiana Resources,Materials,5358460,0
ASX,IDR,Industria REIT Stapled Securities,Real Estate,442924000,0.021
ASX,IDT,IDT Australia Limited,Health Care,45212600,0.002
ASX,IDX,Integral Diagnostics,Health Care,427330000,0.02
ASX,IDZ,Indoor Skydive Aust,Consumer Discretionary,13669700,0.001
ASX,IEC,Intra Energy Corp,Energy,5428140,0
ASX,IEL,Idp Education Limited,Consumer Discretionary,2623330000,0.123
ASX,IEM,Ishs MSCI Emg Mktetf Chess Depositary Interests 1:1 Ishmsciem,,620507000,0.029
ASX,IEQ,International Equiti,Real Estate,5128940,0
ASX,IEU,Ishs Europe ETF ETF Units FP,,789832000,0.037
ASX,IFL,IOOF Holdings Limited,Financials,2857760000,0.134
ASX,IFM,Infomedia Limited,Information Technology,407684000,0.019
ASX,IFN,Infigen Energy Stapled Securities FP,Utilities,564372000,0.026
ASX,IFRA,Vaneck Infrastruct ETF Units FP,,80798700,0.004
ASX,IFT,Infratil Limited Foreign Exempt NZX,Utilities,1851210000,0.087
ASX,IGB,Ishares Treasury ETF Units FP,,35961400,0.002
ASX,IGE,Int Green Energy,Industrials,54030000,0.003
ASX,IGL,Ivegroup,Consumer Discretionary,318423000,0.015
ASX,IGO,Independence Group,Materials,2751600000,0.129
ASX,IGS,Int Goldfields Limited,Materials,2324080,0
ASX,IHCB,Ishares GBL BND Aud ETF Units FP,,88228000,0.004
ASX,IHD,Ishares S&P DIV Opp ETF Units FP,,243996000,0.011
ASX,IHEB,Ishares Usdembond Au ETF Units FP,,13131600,0.001
ASX,IHHY,Ishares GBLHGHYD Aud ETF Units FP,,26756900,0.001
ASX,IHL,Imhealth Limited,Health Care,4034040,0
ASX,IHOO,Ishares Global 100 ETF Units FP,,37350200,0.002
ASX,IHR,Intellihr Holdings,Information Technology,11580300,0.001
ASX,IHVV,Ishares S&P 500 Aud ETF Units FP,,126706000,0.006
ASX,IHWL,Ishares Core WLD Aud ETF Units FP,,12479800,0.001
ASX,IJH,Ishares Mid-Cap ETF ETF Units FP,,160096000,0.007
ASX,IJP,Ishs MSCI Japan ETF Chess Depositary Interests 1:1 Ishmscijp,,278685000,0.013
ASX,IJR,Ishares Small-Cap ETF Units FP,,185681000,0.009
ASX,IKE,Ikegps Group Limited Foreign Exempt NZX,Information Technology,39629500,0.002
ASX,IKO,Ishares MSCI SK ETF Chess Depositary Interests 1:1 Ishmsciko,,43202300,0.002
ASX,IKW,Ikwezi Mining Limited,Energy,4065000,0
ASX,ILB,Ishares GOV Infl ETF Units FP,,117207000,0.005
ASX,ILC,ETF Units FP,,311789000,0.015
ASX,ILU,Iluka Resources,Materials,4199320000,0.197
ASX,IMA,Image Resources NL,Materials,119089000,0.006
ASX,IMC,Immuron Limited,Health Care,47830700,0.002
ASX,IMD,IMDEX Limited,Materials,439889000,0.021
ASX,IME,Imexhs Limited,Information Technology,13848000,0.001
ASX,IMF,IMF Bentham Limited,Financials,537609000,0.025
ASX,IMM,Immutep Limited,Health Care,142226000,0.007
ASX,IMS,Impelus Limited,Information Technology,8877650,0
ASX,IMU,Imugene Limited,Health Care,75596800,0.004
ASX,INA,Ingenia Group Units FP Stapled Securities,Real Estate,626470000,0.029
ASX,IND,Indus Energy NL,Energy,3342530,0
ASX,INF,Infinity Lithium,Materials,12532700,0.001
ASX,ING,Inghams Group,Consumer Staples,1475340000,0.069
ASX,INIF,Investsmartauincfund Trading Managed Units FP,,36600400,0.002
ASX,INK,Indago Energy Limited,Energy,17347800,0.001
ASX,INP,Incentiapay Limited,Consumer Discretionary,31947100,0.001
ASX,INV,Investsmart Group,Financials,22467300,0.001
ASX,IOD,Iodm Limited,Information Technology,6432500,0
ASX,IOF,Investa Office Fund Stapled Securities,Real Estate,3303270000,0.155
ASX,IOO,Ishs Global 100 ETF ETF Units FP,,1556800000,0.073
ASX,IOR,Indiore Limited,Materials,19199700,0.001
ASX,IOT,IOT Group Limited,Consumer Discretionary,1389620,0
ASX,IOZ,Ishares S&P/ASX 200 ETF Units FP,,1189450000,0.056
ASX,IP1,Int Payment Tech Limited,Information Technology,2768430,0
ASX,IPB,IPB Petroleum Limited,Energy,11419100,0.001
ASX,IPC,Imperial Pacific Limited,Financials,3519380,0
ASX,IPD,Impedimed Limited,Health Care,172442000,0.008
ASX,IPE,IPE Limited,Financials,10444400,0
ASX,IPH,IPH Limited,Industrials,1188000000,0.056
ASX,IPL,Incitec Pivot,Materials,6488250000,0.304
ASX,IPT,Impact Minerals,Materials,15860200,0.001
ASX,IQ3,IQ3CORP Limited,Financials,23902800,0.001
ASX,IRC,Intermin Resources,Materials,36485200,0.002
ASX,IRD,Iron Road Limited,Materials,50816600,0.002
ASX,IRE,Iress Limited,Information Technology,2202350000,0.103
ASX,IRI,Integrated Research,Information Technology,468934000,0.022
ASX,IRL,India Resources,Materials,2001180,0
ASX,IS3,I Synergy Group Limited,Consumer Discretionary,38974700,0.002
ASX,ISD,Isentia Group Limited,Information Technology,66000000,0.003
ASX,ISEC,Ishares Enhancd Cash ETF Units FP,,43186300,0.002
ASX,ISO,ETF Units FP,,116784000,0.005
ASX,ISU,Iselect Limited,Consumer Discretionary,152980000,0.007
ASX,ISX,Isignthis Limited,Information Technology,160808000,0.008
ASX,ITD,Itl Health Group Limited,Health Care,14543900,0.001
ASX,ITW,Ishares MSCI TW ETF Chess Depositary Interests 1:1 Ishmscit,,50047100,0.002
ASX,IVC,Invocare Limited,Consumer Discretionary,1359970000,0.064
ASX,IVE,Ishs MSCI Eafe ETF Chess Depositary Interests 1:1 Isheafe,,345026000,0.016
ASX,IVO,Invigor Group Limited,Consumer Discretionary,8507870,0
ASX,IVQ,Invitrocue Limited,Health Care,46226200,0.002
ASX,IVR,Investigator Res Limited,Materials,8139690,0
ASX,IVT,Inventis Limited,Industrials,3513250,0
ASX,IVV,Ishares S&P 500 ETF ETF Units FP,,3026900000,0.142
ASX,IVX,Invion Limited,Health Care,186737000,0.009
ASX,IVZ,Invictus Energy Limited,Energy,17555800,0.001
ASX,IWLD,Ishares Core WLD ETF Units FP,,33971400,0.002
ASX,IXI,Ishs Global Cons ETF ETF Units FP,,108267000,0.005
ASX,IXJ,Ishs Glob Health ETF ETF Units FP,,568898000,0.027
ASX,IXU,Ixup Limited,Information Technology,21688800,0.001
ASX,IZZ,Ishs China ETF ETF Units FP,,110015000,0.005
ASX,JAL,Jameson Resources,Materials,46159200,0.002
ASX,JAN,Janison Edu Group,Information Technology,58306700,0.003
ASX,JAT,Jatenergy Limited,Consumer Discretionary,26982900,0.001
ASX,JAY,Jayride Group,Consumer Discretionary,23530200,0.001
ASX,JBH,JB Hi-Fi Limited,Consumer Discretionary,2893910000,0.136
ASX,JCI,JC Intern Group Limited,Industrials,40467100,0.002
ASX,JCS,Jcurve Solutions,Information Technology,16392800,0.001
ASX,JDR,Jadar Lithium Limited,Materials,4036570,0
ASX,JHC,Japara Healthcare LT,Health Care,368254000,0.017
ASX,JHG,Janus Henderson Chess Depositary Interests,Financials,2714770000,0.127
ASX,JHL,JAYEX Healthcare Limited,Health Care,3687490,0
ASX,JHX,James Hardie Indust Chess Depositary Interests 1:1,Materials,9264880000,0.434
ASX,JIN,Jumbo Interactive,Consumer Discretionary,452571000,0.021
ASX,JIP,Jack-in Group Limited Chess Depositary Interests 1:1,Industrials,20113300,0.001
ASX,JJF,Jiajiafu Mod Agr Limited,Consumer Staples,8518400,0
ASX,JKA,Jacka Resources Limited,Energy,2304330,0
ASX,JKL,Justkapital Limited,Financials,10947100,0.001
ASX,JLG,Johns LYNG Group,Industrials,195293000,0.009
ASX,JMS,Jupiter Mines,Materials,666057000,0.031
ASX,JPR,Jupiter Energy,Energy,6135110,0
ASX,JRL,Jindalee Resources,Materials,9770540,0
ASX,JRV,Jervois Mining,Materials,68095200,0.003
ASX,JVG,JV Global Limited,Industrials,2506440,0
ASX,JYC,Joyce Corporation,Consumer Discretionary,46986700,0.002
ASX,K2F,K2FLY Limited,Information Technology,11730700,0.001
ASX,KAI,Kairos Minerals Limited,Materials,27272700,0.001
ASX,KAM,K2 Asset MGMT Holdings,Financials,26519400,0.001
ASX,KAR,Karoon Gas Australia,Energy,272750000,0.013
ASX,KAS,Kasbah Resources,Materials,10450800,0
ASX,KAT,Katana Capital,,33387100,0.002
ASX,KBC,Keybridge Capital,Financials,12488400,0.001
ASX,KCN,Kingsgate Consolid,Materials,48638600,0.002
ASX,KDR,Kidman Resources Limited,Materials,422474000,0.02
ASX,KEY,KEY Petroleum,Energy,12126200,0.001
ASX,KFE,Kogi Iron Limited,Materials,97551500,0.005
ASX,KGD,Kula Gold Limited,Materials,7513160,0
ASX,KGL,KGL Resources Limited,Materials,85156600,0.004
ASX,KGM,Kalnorth Gold Limited,Materials,6259680,0
ASX,KGN,Kogan.com Limited,Consumer Discretionary,530388000,0.025
ASX,KII,K2GLOBALEQUITIESFUND Trading Managed Fund Units FP,,16423800,0.001
ASX,KIK,Kairiki Energy Limited,Energy,2792980,0
ASX,KIN,KIN Min NL,Materials,32473100,0.002
ASX,KIS,King Island,Materials,20778400,0.001
ASX,KKL,Kollakorn Corp Limited,Information Technology,1707460,0
ASX,KKO,Kinetiko Energy Limited,Energy,5092240,0
ASX,KKT,Konekt Limited,Health Care,33707800,0.002
ASX,KLA,Kirkland Lake Gold Cdi 1:1 Foreign Exempt Xtse,Materials,27650000,0.001
ASX,KLH,Kalia Limited,Energy,12206100,0.001
ASX,KLL,Kalium Lakes Limited,Materials,48170200,0.002
ASX,KLO,Kingsland Global Limited Chess Depositary Interests 1:1,Real Estate,70875000,0.003
ASX,KLR,Kaili Resources Limited 125c,Energy,3930680,0
ASX,KMD,Kathmandu Hold Limited,Consumer Discretionary,677343000,0.032
ASX,KME,Kip Mcgrath Edu.CNTR,Consumer Discretionary,28371600,0.001
ASX,KMT,Kopore Metals Limited,Materials,13564400,0.001
ASX,KNH,Koon Holdings Chess Depositary Interest 1:1,Industrials,18679900,0.001
ASX,KNL,Kibaran Resources,Materials,56798900,0.003
ASX,KNM,Kneomedia Limited,Information Technology,15974700,0.001
ASX,KNO,Knosys Limited,Information Technology,10564500,0
ASX,KOR,Korab Resources,Materials,9100680,0
ASX,KOV,Korvest Limited,Industrials,28401900,0.001
ASX,KP2,Kore Potash Plc Chess Depositary Interests 1:1,Materials,30284500,0.001
ASX,KPC,Kazakhstan Corp Limited,Materials,11962900,0.001
ASX,KPG,Kelly Partners Group,Industrials,58463900,0.003
ASX,KPL,Kina Petroleum Limited,Energy,27941000,0.001
ASX,KPO,Kalina Power Limited,Utilities,14192700,0.001
ASX,KPT,Kangaroo Plantation,Materials,101807000,0.005
ASX,KRC,King River Copper,Materials,74318300,0.003
ASX,KRL,Kangaroo Res Limited,Energy,429304000,0.02
ASX,KRM,Kingsrose Mining Limited,Materials,43070400,0.002
ASX,KRS,Kresta Holdings,Consumer Discretionary,7212410,0
ASX,KRX,Koppar Resources,Materials,5663750,0
ASX,KSC,K & S Corporation,Industrials,186793000,0.009
ASX,KSL,Kina Securities Limited,Financials,180393000,0.008
ASX,KSM,K2 Au Small Cap Fund Trading Managed Fund Units FP,,26047200,0.001
ASX,KSN,Kingston Resources,Materials,30580000,0.001
ASX,KSS,Kleos Chess Depositary Interests 1:1,Information Technology,9239420,0
ASX,KTA,Krakatoa Resources,Materials,3525000,0
ASX,KTD,Keytone Dairy,Consumer Staples,47250000,0.002
ASX,KTE,K2 Energy Limited,Information Technology,3307230,0
ASX,KWR,Kingwest Resources,Materials,6418320,0
ASX,KYK,KYCKR Limited,Information Technology,18115800,0.001
ASX,KZA,KAZIA Therapeutics,Health Care,20332000,0.001
ASX,KZR,Kalamazoo Resources,Materials,5152280,0
ASX,LAA,Latam Autos Limited,Information Technology,86514300,0.004
ASX,LAM,Laramide Res Limited Chess Depositary Interests 1:1,Energy,311601,0
ASX,LAU,Lindsay Australia,Industrials,113249000,0.005
ASX,LBL,Laserbond Limited,Industrials,16287900,0.001
ASX,LBT,LBT Innovations,Health Care,22102000,0.001
ASX,LCA,Litigation Cap Limited,Financials,48510800,0.002
ASX,LCD,Latitude Consolidate,Materials,6053940,0
ASX,LCE,London City EQU. Limited,Financials,9410580,0
ASX,LCK,Leigh CRK Energy Limited,Energy,113167000,0.005
ASX,LCM,Logicamms Limited,Industrials,14366600,0.001
ASX,LCT,Living Cell Tech,Health Care,17143200,0.001
ASX,LCY,Legacy Iron Ore,Materials,4404790,0
ASX,LEG,Legend Mining,Materials,79729700,0.004
ASX,LEP,Ale Property Group Ordinary/Units FP Stapled Securities,Real Estate,1033660000,0.048
ASX,LER,Leaf Res Limited,Materials,17562500,0.001
ASX,LEX,Lefroy Exploration 50c US,Materials,10277300,0
ASX,LGD,Legend Corporation,Industrials,78020500,0.004
ASX,LGO,Longreach Oil Limited,Energy,9714670,0
ASX,LGR,Lanka Graphite Limited,Materials,2276850,0
ASX,LHB,Lionhub Group Limited,Real Estate,42970200,0.002
ASX,LHM,Land Homes Group Limited,Real Estate,26234700,0.001
ASX,LI3,Lcme Limited,Materials,4720730,0
ASX,LIC,Lifestyle Communit,Real Estate,628316000,0.029
ASX,LIN,Lindian Resources,Materials,6689580,0
ASX,LIO,Lion Energy Limited,Energy,5018060,0
ASX,LIT,Lithium Australia NL,Materials,51031100,0.002
ASX,LKE,Lake Resources,Materials,28916800,0.001
ASX,LKO,Lakes Oil NL,Energy,60283800,0.003
ASX,LLC,Lendlease Group Unit/ Stapled Securities,Real Estate,11290000000,0.529
ASX,LLO,Lion One Metals Limited Chess Depositary Interests 1:1,Materials,4318230,0
ASX,LMG,Latrobe Magnesium,Materials,11309400,0.001
ASX,LML,Lincoln Minerals,Materials,4599870,0
ASX,LMW,Landmark White Limited,Real Estate,42241000,0.002
ASX,LNG,Liquefied Natural,Energy,396835000,0.019
ASX,LNK,Link Admin HLDG,Information Technology,4119840000,0.193
ASX,LNU,Linius Tech Limited,Information Technology,62852500,0.003
ASX,LNY,Laneway Res Limited,Materials,10564700,0
ASX,LOM,Lucapa Diamond Limited,Materials,106547000,0.005
ASX,LON,Longtable Group Limited,Consumer Staples,51543300,0.002
ASX,LOV,Lovisa Holdings Limited,Consumer Discretionary,1088390000,0.051
ASX,LPD,Lepidico Limited,Materials,81903900,0.004
ASX,LPE,Locality Planning,Utilities,45189700,0.002
ASX,LPI,Lithium PWR Int Limited,Materials,70878800,0.003
ASX,LRM,Lustrum Minerals,Energy,3442030,0
ASX,LRS,Latin Resources Limited,Materials,13234400,0.001
ASX,LRT,Lowell Res Fund Ordinary Units FP,,15524700,0.001
ASX,LSA,Lachlan Star Limited,Materials,9800250,0
ASX,LSF,L1 Long Short Fund,,1096980000,0.051
ASX,LSH,Lifespot Health Limited,Health Care,3827250,0
ASX,LSR,Lodestar Minerals,Materials,17981200,0.001
ASX,LSX,Lion Selection Group,Financials,45040500,0.002
ASX,LTN,Lantern Hotel Group,Real Estate,3532810,0
ASX,LTR,Liontown Resources,Materials,28963700,0.001
ASX,LVE,Love Group Global,Information Technology,3326630,0
ASX,LVH,Livehire Limited,Information Technology,158798000,0.007
ASX,LVT,Livetiles Limited,Information Technology,308376000,0.014
ASX,LWP,LWP Technologies Limited,Energy,84714,0
ASX,LYC,Lynas Corporation,Materials,1056760000,0.05
ASX,LYL,Lycopodium Limited,Industrials,166876000,0.008
ASX,M7T,MACH7 Tech Limited,Health Care,27756200,0.001
ASX,MA1,Monash Absolute,,41839900,0.002
ASX,MAG,Magmatic Resrce Limited,Materials,1751860,0
ASX,MAH,Macmahon Holdings,Materials,560296000,0.026
ASX,MAI,Mainstream Group,Financials,86405700,0.004
ASX,MAM,Microequities,Financials,79762800,0.004
ASX,MAQ,Macquarie Telecom GP,Telecommunication Services,485399000,0.023
ASX,MAR,Malachite Resources,Materials,4087090,0
ASX,MAS,Mesa Minerals Limited,Materials,4226500,0
ASX,MAT,Matsa Resources,Materials,22999300,0.001
ASX,MAU,Magnetic Resources,Materials,33372400,0.002
ASX,MAX,Millinium Alt Fund Ordinary Units FP,,7916340,0
ASX,MAY,Melbana Energy Limited,Energy,30259100,0.001
ASX,MBK,Metal Bank Limited,Materials,11477200,0.001
ASX,MBM,Mobecom Limited,Information Technology,12375200,0.001
ASX,MBO,Mobilarm Limited,Information Technology,996242,0
ASX,MBT,Mission Newenergy,Energy,1471330,0
ASX,MCA,Murray Cod Aust Limited,Consumer Staples,66799600,0.003
ASX,MCE,Matrix C & E Limited,Energy,41718800,0.002
ASX,MCH,Murchison Holdings,Financials,4265680,0
ASX,MCM,MC Mining Limited,Energy,47899100,0.002
ASX,MCP,Mcpherson's Limited,Consumer Discretionary,165538000,0.008
ASX,MCR,Mincor Resources NL,Materials,83663900,0.004
ASX,MCT,Metalicity Limited,Materials,10405600,0
ASX,MCX,Mariner Corp Limited,Financials,535785,0
ASX,MCY,Mercury NZ Limited Foreign Exempt NZX,Utilities,4208650000,0.197
ASX,MDC,Medlab Clinical Limited,Health Care,99850400,0.005
ASX,MDD,Mandalong Resources,Materials,649299,0
ASX,MDI,Middle Island Res,Materials,9072720,0
ASX,MDR,Medadvisor Limited,Health Care,52925100,0.002
ASX,MDX,Mindax Limited,Materials,12366400,0.001
ASX,MEA,Mcgrath Limited,Real Estate,62135000,0.003
ASX,MEB,Medibio Limited,Health Care,12360300,0.001
ASX,MEC,Morphic Eef Limited,Financials,46890700,0.002
ASX,MED,Merlin Diamonds Limited,Materials,19832700,0.001
ASX,MEI,Meteoric Resources,Materials,9111290,0
ASX,MEL,Metgasco Limited,Energy,27342100,0.001
ASX,MEM,Memphasys Limited,Health Care,4730990,0
ASX,MEP,Minotaur Exploration,Materials,10820900,0.001
ASX,MEU,Marmota Limited,Energy,11104300,0.001
ASX,MEY,Marenica Energy Limited,Energy,5452790,0
ASX,MEZ,Meridian Energy Foreign Exempt NZX,Utilities,3741130000,0.175
ASX,MFD,Mayfield Childcr Limited,Consumer Discretionary,27558100,0.001
ASX,MFF,MFF Capital INV Limited,Financials,1547250000,0.072
ASX,MFG,Magellan Fin Group Limited,Financials,4881750000,0.229
ASX,MGC,MG Unit Trust Ordinary Units FP,,69410300,0.003
ASX,MGE,Mag Global Equities Trading Managed Fund Units FP,,1187040000,0.056
ASX,MGG,Magellan Glob Trust Ordinary Units FP,,1835730000,0.086
ASX,MGL,Magontec Limited,Materials,33062100,0.002
ASX,MGP,Managed Accounts,Financials,65970600,0.003
ASX,MGR,Mirvac Group Stapled Securities,Real Estate,8956100000,0.42
ASX,MGT,Magnetite Mines,Materials,8125150,0
ASX,MGU,Magnum Mining & Exp,Materials,11183200,0.001
ASX,MGV,Musgrave Minerals,Materials,21582000,0.001
ASX,MGX,Mount Gibson Iron,Materials,505798000,0.024
ASX,MGZ,Medigard Limited,Health Care,2841310,0
ASX,MHC,Manhattan Corp Limited,Energy,8895340,0
ASX,MHD,Millennium Limited,Consumer Discretionary,6350860,0
ASX,MHG,Magellan GBL EQ Fund Trading Managed Fund Units FP,,72762500,0.003
ASX,MHI,Merchant House 1c,Consumer Discretionary,13197300,0.001
ASX,MHJ,Michael Hill Int,Consumer Discretionary,348695000,0.016
ASX,MICH,Mag. Infra. Fund CH Trading Managed Fund Units FP,,196699000,0.009
ASX,MIG,Migme Limited,Information Technology,13910700,0.001
ASX,MIH,MNC Media Invest Limited Chess Depositary Interests US Prohibited 1,Telecommunication Services,85992600,0.004
ASX,MIL,Millennium Group Limited,Industrials,34216600,0.002
ASX,MIN,Mineral Resources,Materials,2984460000,0.14
ASX,MIR,Mirrabooka Invest,Financials,423021000,0.02
ASX,MJC,Mejority Capital Limited,Financials,2457240,0
ASX,MKB,Moko Social Media,Information Technology,4979390,0
ASX,MKG,Mako Gold,Materials,5861250,0
ASX,MLD,Maca Limited,Materials,325629000,0.015
ASX,MLM,Metallica Minerals,Materials,10635600,0
ASX,MLS,Metals Australia,Materials,7025390,0
ASX,MLT,Milton Corporation,Financials,3078650000,0.144
ASX,MLX,Metals X Limited,Materials,406546000,0.019
ASX,MMG,MMG Limited Cdi 1:10 Foreign Exempt Hkse,Materials,132252000,0.006
ASX,MMI,Metro Mining Limited,Energy,249157000,0.012
ASX,MMJ,MMJ Phytotech Limited,Health Care,66743200,0.003
ASX,MML,Medusa Mining Limited,Materials,77922900,0.004
ASX,MMM,Marley Spoon Chess Depositary Interests 1000:1,Consumer Discretionary,124954000,0.006
ASX,MMR,Mec Resources,Energy,4102420,0
ASX,MMS,Mcmillan Shakespeare,Industrials,1420300000,0.067
ASX,MNB,Minbos Resources Limited,Materials,5654560,0
ASX,MNC,Metminco Limited,Materials,3650200,0
ASX,MND,Monadelphous Group,Industrials,1513260000,0.071
ASX,MNF,MNF Group Limited,Telecommunication Services,354290000,0.017
ASX,MNRS,Beta Global Gold ETF Units FP,,4800580,0
ASX,MNS,Magnis Resource Limited,Materials,198375000,0.009
ASX,MNW,Mint Payments Limited,Information Technology,18062000,0.001
ASX,MNY,MONEY3 Corporation,Financials,391333000,0.018
